Job Name,Company,Salary,Link
Data Analyst,The PASS (30+ Staff),"$2,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1817
Frontend Engineer,PlanX (30+ Staff),"$800 - $2,000 / month",https://www.dejob.top/jobDetail?id=1816
Test Development Engineer,PlanX (30+ Staff),"$800 - $2,000 / month",https://www.dejob.top/jobDetail?id=1815
Developer Relations,Syndica (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1813
Product Manager,Dune (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1812
Test Engineer,Pundi X (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1811
Senior Product Manager,汇信国际 (100+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1810
Customer Service,Zeepr Labs (10+ Staff),"$1 - $3,000 / month",https://www.dejob.top/jobDetail?id=1809
Community Operation,Zeepr Labs (10+ Staff),"$1 - $3,000 / month",https://www.dejob.top/jobDetail?id=1808
Backend Engineer,Zeepr Labs (10+ Staff),"$1 - $6,000 / month",https://www.dejob.top/jobDetail?id=1807
QA Tester,Zeepr Labs (10+ Staff),"$1 - $6,000 / month",https://www.dejob.top/jobDetail?id=1806
Product Lead,Binance (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1602
Senior Product Manager,Scroll  (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1805
Marketing Assistant,AAG (30+ Staff),"$2,740 - $2,740 / month",https://www.dejob.top/jobDetail?id=1804
Marketing Assistant,AAG (30+ Staff),"$1,970 - $1,970 / month",https://www.dejob.top/jobDetail?id=1803
Listing Manager,WEEX  (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1802
Customer Service,MEXC (100+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1801
Customer Service,MEXC (100+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1800
Customer Service,MEXC (100+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1799
Backend Engineer,WEEX  (100+ Staff),"$3,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1798
Android Engineer,WEEX  (100+ Staff),"$4,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1797
Solidity Engineer,Solarchain Labs (5+ Staff),"$2,500 - $3,500 / month",https://www.dejob.top/jobDetail?id=1796
Virtual Assistant,Quantstamp (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1794
PHP Engineer,Farcana (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1793
DevOps Engineer,CESS  (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1792
Product Operation,汇信国际 (100+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1791
Senior Product Manager,MyShell.ai (10+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1787
Product Manager,MyShell.ai (10+ Staff),"$1,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=1786
Finance Manager,MyShell.ai (10+ Staff),"$500 - $1,000 / month",https://www.dejob.top/jobDetail?id=1784
Mobile Developer,MyShell.ai (10+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1783
Growth Manager,MyShell.ai (10+ Staff),"$1,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1782
Backend Engineer,Cobo (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1781
Event Planning,Gate io  (100+ Staff),"$1,200 - $2,000 / month",https://www.dejob.top/jobDetail?id=1779
UX Designer,BTCC (100+ Staff),"$3,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1778
Level Designer,Roboto Games (30+ Staff),"$6,700 - $10,410 / month",https://www.dejob.top/jobDetail?id=1777
DevOps Engineer,marginfi  (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1773
UI/UX Interface Designer,AlphaClub （Cheers） (1-5 Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1772
Project lead,Coresky (30+ Staff),"$7,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1654
Speaker,Coresky (30+ Staff),"$1,000 - $1,500 / month",https://www.dejob.top/jobDetail?id=1673
Marketing Manager,Connect3/Briefy (10+ Staff),"$2,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=1410
UI Designer,Connect3/Briefy (10+ Staff),"$2,700 - $4,200 / month",https://www.dejob.top/jobDetail?id=1482
Business Manager,BTCC (100+ Staff),"$3,500 - $8,000 / month",https://www.dejob.top/jobDetail?id=1771
Advertising,BTCC (100+ Staff),"$1,500 - $4,000 / month",https://www.dejob.top/jobDetail?id=1770
Business Development,BTCC (100+ Staff),"$1,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1769
Event Planning,Coinstore (100+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1768
Software Engineer,Evmos (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1765
Product Designer,Evmos (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1764
Business Development Lead,Lbank (100+ Staff),"$5,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1760
Social Media Operation,ICE NET (10+ Staff),"$1,000 - $2,000 / month",https://www.dejob.top/jobDetail?id=1740
Graphic Designer,Sandbox (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1756
Community Operation,Coinstore (100+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1754
Technical Writer,dYdX (30+ Staff),"$10,200 - $15,750 / month",https://www.dejob.top/jobDetail?id=1753
Product Manager,Civic (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1745
DevOps Engineer,Neon (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1744
COO,Neon (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1743
Rust Engineer,Neon (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1742
Product Manager,MEXC (100+ Staff),"$1,500 - $2,000 / month",https://www.dejob.top/jobDetail?id=1741
Secretary,MEXC (100+ Staff),"$4,000 - $4,500 / month",https://www.dejob.top/jobDetail?id=1739
Senior Product Manager,ICE NET (10+ Staff),"$2,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1737
Growth Manager,IOTA (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1736
Protocol Engineer,Tura Blockchain (10+ Staff),"$1,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1735
Ecosystem Manager,CHAINFLIP  (10+ Staff),"$5,800 - $7,600 / month",https://www.dejob.top/jobDetail?id=1734
Data Engineer,Logearn (10+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1732
HR Manager,PlanX (30+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1727
Product Manager,Manifold Creative Global (10+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1725
Social Media Manager,RubyDex (100+ Staff),"$800 - $5,000 / month",https://www.dejob.top/jobDetail?id=1724
Blockchain Engineer,Cobo (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1723
Data Engineer,Cobo (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1722
Product Manager,Cobo (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1721
Software Engineer,Helius (10+ Staff),"$8,300 - $16,700 / month",https://www.dejob.top/jobDetail?id=1720
Golang Engineer,Zecrey (10+ Staff),"$3,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1220
Social Media Manager,beepcrypto (10+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1717
Data Analyst,Bitget (100+ Staff),"$1 - $4,000 / month",https://www.dejob.top/jobDetail?id=1716
Trader,Bitget (100+ Staff),"$1 - $2,500 / month",https://www.dejob.top/jobDetail?id=1715
Risk Control Specialist,Bitget (100+ Staff),"$1 - $2,500 / month",https://www.dejob.top/jobDetail?id=1714
Risk Control Manager,Bitget (100+ Staff),"$1 - $3,500 / month",https://www.dejob.top/jobDetail?id=1713
Project Manager,web3MQ (10+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1712
React Engineer,web3MQ (10+ Staff),"$2,000 - $4,500 / month",https://www.dejob.top/jobDetail?id=1711
Rust Engineer,web3MQ (10+ Staff),"$3,000 - $5,500 / month",https://www.dejob.top/jobDetail?id=1710
Head of Product,Wintermute (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1709
Business Development,BYDFi (100+ Staff),"$3,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1708
Business Development,BYDFi (100+ Staff),"$3,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1707
Operations Associate,NFTGo (30+ Staff),$650 - $900 / month,https://www.dejob.top/jobDetail?id=1704
Head of Operations,Coinstore (100+ Staff),"$5,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1703
Product Lead,NFTGo (30+ Staff),"$4,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1701
Smart Contract Engineer,NFTGo (30+ Staff),"$900 - $1,500 / month",https://www.dejob.top/jobDetail?id=1700
Solidity Engineer,MappingFunk (5+ Staff),"$5,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1697
Content Marketer,Bitget (100+ Staff),"$1 - $4,500 / month",https://www.dejob.top/jobDetail?id=1696
Business Development,Bitget (100+ Staff),"$1 - $4,500 / month",https://www.dejob.top/jobDetail?id=1695
Data Analyst,Spartan Group (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1694
Customer Support,Cryptio (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1692
Business Director,Cobo (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1691
Community Manager,Cobo (100+ Staff),"$1 - $9,000 / month",https://www.dejob.top/jobDetail?id=1690
Product Manager,Cobo (100+ Staff),"$1 - $12,000 / month",https://www.dejob.top/jobDetail?id=1689
Content Creator,Cobo (100+ Staff),"$1 - $7,400 / month",https://www.dejob.top/jobDetail?id=1688
R&D Engineer,Tura Blockchain (10+ Staff),"$1,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1679
Technical Support,WOO (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1678
Social Media Operation,Cygnus Finance (5+ Staff),"$300 - $1,000 / month",https://www.dejob.top/jobDetail?id=1677
Content Writer,BNB Chain (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1676
UI/UX Interface Designer,ICE NET (10+ Staff),"$2,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1675
Research Analyst,L2Y Research (5+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1674
Business Development Associate,coincatch (100+ Staff),"$1 - $2,500 / month",https://www.dejob.top/jobDetail?id=1672
Business Development,LayerZero  (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1671
Business Development Associate,LayerZero  (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1670
Growth Manager,Hashstack (10+ Staff),"$1,500 - $2,700 / month",https://www.dejob.top/jobDetail?id=1669
Development Engineer,MyShell.ai (10+ Staff),"$2,500 - $4,500 / month",https://www.dejob.top/jobDetail?id=1668
Operation Manager,OneKey (30+ Staff),"$2,500 - $5,000 / month",https://www.dejob.top/jobDetail?id=1666
Course Operation ,tintinland (30+ Staff),"$1,300 - $2,100 / month",https://www.dejob.top/jobDetail?id=1665
Customer Support,OneKey (30+ Staff),"$1,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=1664
Listing Manager,Lbank (100+ Staff),"$1 - $5,000 / month",https://www.dejob.top/jobDetail?id=1663
Listing Manager,Lbank (100+ Staff),"$1,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1662
Community Manager,Lbank (100+ Staff),"$2,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1660
Head of Operations,CoinW Exchange (30+ Staff),"$7,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1659
Data Analyst,EigenPhi (10+ Staff),"$1,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1657
Data Scientist,EigenPhi (10+ Staff),"$2,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1656
Customer Service,PlanX (30+ Staff),"$1,000 - $1,500 / month",https://www.dejob.top/jobDetail?id=1655
Business Manager,Coresky (30+ Staff),"$2,200 - $5,000 / month",https://www.dejob.top/jobDetail?id=1653
Business Development Associate,FameEX (100+ Staff),"$500 - $1,000 / month",https://www.dejob.top/jobDetail?id=1652
CMO,Coresky (30+ Staff),"$8,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1651
Zero-Knowledge Cryptography Engineer,Orbiter Finance (30+ Staff),"$7,000 - $15,000 / month",https://www.dejob.top/jobDetail?id=1650
Frontend Engineer,Coresky (30+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1648
Smart Contract Engineer,Coresky (30+ Staff),"$4,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1647
Software Engineer,Phantom (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1644
Investor Relations Director,AUSD (5+ Staff),"$4,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1643
Operation Manager,AUSD (5+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1642
Campaign Manager,VALR (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1633
Event Planning,VALR (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1632
User Growth Operation,MyShell.ai (10+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1631
Prompt Engineer,MyShell.ai (10+ Staff),"$1,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1629
Content Creator,Cobo (100+ Staff),"$1 - $7,400 / month",https://www.dejob.top/jobDetail?id=1627
Backend Engineer,Breadcrumbs (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1626
QA/QC Engineer,Avocado DAO (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1625
Fullstack Engineer,Exocore  (1-5 Staff),"$3,500 - $8,800 / month",https://www.dejob.top/jobDetail?id=1623
Fullstack Engineer,Exocore  (1-5 Staff),"$3,500 - $8,800 / month",https://www.dejob.top/jobDetail?id=1622
Community Operation,TronDao (100+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1621
Editor,TronDao (100+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1620
Community Manager,Lbank (100+ Staff),"$2,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1619
Business Operation,RubyDex (100+ Staff),"$800 - $5,000 / month",https://www.dejob.top/jobDetail?id=1618
Operation Manager,RubyDex (100+ Staff),"$800 - $5,000 / month",https://www.dejob.top/jobDetail?id=1617
Marketing Specialist,RubyDex (100+ Staff),"$800 - $5,000 / month",https://www.dejob.top/jobDetail?id=1616
Sales Development Representative,Web3Caff Research (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1615
Sales Executive,Web3Caff Research (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1614
Marketing Lead,Web3Caff Research (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1613
Growth Manager,Outlier Ventures (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1612
QA Tester,Crucible  (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1611
Frontend Engineer,Altered State Machine (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1610
Social Media Operation,PANews (30+ Staff),"$1,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=1609
Operation Manager,Bitget Wallet (100+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1608
Backend Engineer,OpenOs (10+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1607
Frontend Engineer,OpenOs (10+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1606
Visual Designer,MetaTdex (100+ Staff),"$2,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1605
Technical Lead,MetaTdex (100+ Staff),"$8,000 - $15,000 / month",https://www.dejob.top/jobDetail?id=1604
Product Designer,MetaTdex (100+ Staff),"$3,500 - $5,500 / month",https://www.dejob.top/jobDetail?id=1603
Customer Support,Bitget (100+ Staff),"$3,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1601
Content Writer,Cobo (100+ Staff),"$1 - $8,000 / month",https://www.dejob.top/jobDetail?id=1600
Community Specialist,Cobo (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1599
Community Operation,coincatch (100+ Staff),"$3,500 - $4,500 / month",https://www.dejob.top/jobDetail?id=1598
Community Operation,coincatch (100+ Staff),"$3,500 - $4,500 / month",https://www.dejob.top/jobDetail?id=1597
Business Development,coincatch (100+ Staff),"$3,500 - $4,500 / month",https://www.dejob.top/jobDetail?id=1596
Business Director,Cobo (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1595
Frontend Engineer,PlanX (30+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1594
Visual Designer,PlanX (30+ Staff),"$2,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=1592
Creators Lead,Sandbox (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1587
Creators Manager,Sandbox (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1586
Software Engineer,Pundi X (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1585
Security Engineer,OneKey (30+ Staff),"$5,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1584
React Engineer,OneKey (30+ Staff),"$3,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1582
Business Development,BYDFi (100+ Staff),"$3,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1581
Community Operation,Bitget (100+ Staff),"$3,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1580
Investment Analyst,MiixCapital (10+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1578
Frontend Engineer,Kaito (10+ Staff),"$4,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1575
Operations and Maintenance Engineer,MEXC (100+ Staff),"$1,500 - $2,000 / month",https://www.dejob.top/jobDetail?id=1574
Ambassador,RPGC (5+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1573
Zero-Knowledge Cryptography Engineer,Mantle Network (100+ Staff),"$8,000 - $18,000 / month",https://www.dejob.top/jobDetail?id=1572
Smart Contract Engineer,Mantle Network (100+ Staff),"$4,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1571
Community Manager,Ripple (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1570
DevOps Engineer,Syndica (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1569
Data Scientist,BitGo (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1568
Translator,MEXC (100+ Staff),"$3,500 - $4,000 / month",https://www.dejob.top/jobDetail?id=1566
Product Manager,Bitget Wallet (100+ Staff),"$3,000 - $5,500 / month",https://www.dejob.top/jobDetail?id=1124
Frontend Engineer,T2T2 (10+ Staff),"$2,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=1565
Investment Manager,T2T2 (10+ Staff),"$2,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=1564
Javascript Engineer,Aibit (100+ Staff),"$5,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1562
Data Engineer,汇信国际 (100+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1559
Product Manager,Valora (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1556
Marketing Lead,Berachain  (30+ Staff),"$4,800 - $10,000 / month",https://www.dejob.top/jobDetail?id=1555
Frontend Engineer,VBIT (30+ Staff),"$1,200 - $2,400 / month",https://www.dejob.top/jobDetail?id=1552
Ambassador,TurtSat (5+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1551
Marketing Manager,BlockApps (30+ Staff),"$6,700 - $9,200 / month",https://www.dejob.top/jobDetail?id=1550
Researcher,Topia (10+ Staff),"$4,000 - $6,500 / month",https://www.dejob.top/jobDetail?id=1549
Blockchain Engineer,Tura Blockchain (10+ Staff),"$1,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1548
Cryptography Engineer,Tabi (30+ Staff),"$8,000 - $20,000 / month",https://www.dejob.top/jobDetail?id=1545
Business Development Lead,Lbank (100+ Staff),"$3,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1541
R&D Engineer,EigenPhi (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1540
Data Engineer,EigenPhi (10+ Staff),"$3,000 - $6,500 / month",https://www.dejob.top/jobDetail?id=1539
Operations Associate,EigenPhi (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1538
Business Development,EigenPhi (10+ Staff),"$1,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=1537
Frontend Engineer,OpenOs (10+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1536
Business Development,KCEX (30+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1535
AIGC Research Scientist,Altered State Machine (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1534
Business Development,Hummingbot (1-5 Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1533
Video Editor,GAVE Chain (10+ Staff),"$1,500 - $2,000 / month",https://www.dejob.top/jobDetail?id=1532
Product Manager,MEXC (100+ Staff),"$1,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=1531
Customer Service,MEXC (100+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1530
Customer Support,MEXC (100+ Staff),"$2,000 - $2,500 / month",https://www.dejob.top/jobDetail?id=1529
Data Analyst,Bitget (100+ Staff),"$4,500 - $5,000 / month",https://www.dejob.top/jobDetail?id=1525
Risk Control Manager,CoinW Exchange (30+ Staff),"$3,500 - $4,500 / month",https://www.dejob.top/jobDetail?id=1524
Business Operation,CoinW Exchange (30+ Staff),"$1,500 - $2,000 / month",https://www.dejob.top/jobDetail?id=1523
Operation Manager,CoinW Exchange (30+ Staff),"$4,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1522
Operation Manager,CoinW Exchange (30+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1521
Senior Product Manager,CoinW Exchange (30+ Staff),"$4,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1520
Community Lead,CoinW Exchange (30+ Staff),"$4,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1519
Listing Manager,Lbank (100+ Staff),"$1,000 - $2,000 / month",https://www.dejob.top/jobDetail?id=1518
Researcher,The Block (30+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1517
Editor,beepcrypto (10+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1515
Ambassador,GAVE Chain (10+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1513
Customer Service,coincatch (100+ Staff),"$1,500 - $2,500 / month",https://www.dejob.top/jobDetail?id=1511
Test Engineer,MaskEX (100+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1501
Community Operation,Hummingbot (1-5 Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1500
Sales Lead,Alchemy Pay (100+ Staff),"$7,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1498
Unity Developer,Crucible  (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1495
Business Development,Cometh (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1486
Quantitative Developer,TOKEMAK (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1485
KYC Analyst,WOO (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1484
User Growth Operation,Bitget Wallet (100+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1483
Content Marketer,Gauntlet (10+ Staff),"$10,800 - $12,500 / month",https://www.dejob.top/jobDetail?id=1472
Listing Manager,MEXC (100+ Staff),"$1,000 - $2,500 / month",https://www.dejob.top/jobDetail?id=1471
Customer Service,BitOasis (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1470
Social Media Manager,Ankr (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1467
Data Scientist,Worldcoin (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1466
Analyst,Coinbase (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1465
Growth Lead,Reserve (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1464
Ambassador,Bifrost (30+ Staff),$100 - $600 / month,https://www.dejob.top/jobDetail?id=1463
Business Development Lead,tintinland (30+ Staff),"$2,400 - $3,400 / month",https://www.dejob.top/jobDetail?id=1462
Frontend Engineer,Llama (10+ Staff),"$12,000 - $18,750 / month",https://www.dejob.top/jobDetail?id=1459
Golang Engineer,Mantle Network (100+ Staff),"$1 - $8,000 / month",https://www.dejob.top/jobDetail?id=1455
Listing Manager,MEXC (100+ Staff),"$1,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1453
Operations Associate,DeNet (30+ Staff),"$500 - $1,000 / month",https://www.dejob.top/jobDetail?id=1452
Community Operation,SlowMist (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1451
Community Lead,SlowMist (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1450
App Developer,OpenBlock (10+ Staff),"$4,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1449
DevOps Engineer,Aibit (100+ Staff),"$4,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1448
Associate,ABGA (10+ Staff),"$1,500 - $2,000 / month",https://www.dejob.top/jobDetail?id=1446
Event Planning,ABGA (10+ Staff),"$2,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=1445
Technical Lead,Moonshot Commons (10+ Staff),"$2,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1444
Community Lead,Layer N (10+ Staff),"$4,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1443
Smart Contract Engineer,Layer N (10+ Staff),"$10,000 - $23,000 / month",https://www.dejob.top/jobDetail?id=1442
Backend Engineer,Layer N (10+ Staff),"$10,000 - $21,600 / month",https://www.dejob.top/jobDetail?id=1441
Marketing Consultant,ChainCatcher (5+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1440
Technical Lead,ChainCatcher (5+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1439
Product Manager,Trust Wallet (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1438
