Job Name,Company,Salary,Link
Developer Relations Engineer,ChainSafe (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1183
Business Development Associate,Web3Auth (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1182
Test Engineer,MEXC (100+ Staff),"$2,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1181
Backend Engineer,IYK (10+ Staff),"$12,500 - $18,750 / month",https://www.dejob.top/jobDetail?id=1180
Frontend Engineer,IYK (10+ Staff),"$12,500 - $18,750 / month",https://www.dejob.top/jobDetail?id=1179
Ambassador,GameSwift (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1178
DevOps Engineer,Fuse (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1177
Security Engineer,Bastion (10+ Staff),"$16,500 - $21,500 / month",https://www.dejob.top/jobDetail?id=1176
Backend Engineer,Bastion (10+ Staff),"$16,500 - $21,500 / month",https://www.dejob.top/jobDetail?id=1175
Frontend Engineer,Bastion (10+ Staff),"$16,500 - $21,500 / month",https://www.dejob.top/jobDetail?id=1174
Test Engineer,Pundi X (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1173
Business Development,CertiK (100+ Staff),"$5,000 - $8,500 / month",https://www.dejob.top/jobDetail?id=1172
Host,SeeDAO (30+ Staff),$300 - $300 / month,https://www.dejob.top/jobDetail?id=1171
Translator,SeeDAO (30+ Staff),$300 - $300 / month,https://www.dejob.top/jobDetail?id=1170
Event Planning,SeeDAO (30+ Staff),"$1,000 - $1,000 / month",https://www.dejob.top/jobDetail?id=1169
Graphic Designer,Supra (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1166
Blockchain Engineer,Supra (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1165
Community Manager,C3 (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1164
Marketing Manager,Sandbox (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1158
Audio Designer,Sandbox (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1157
Cloud System Administrator,Auki (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1156
Product Manager,MEXC (100+ Staff),"$4,000 - $4,500 / month",https://www.dejob.top/jobDetail?id=1155
Blockchain Engineer,ConsenSys (100+ Staff),"$6,400 - $10,600 / month",https://www.dejob.top/jobDetail?id=1154
R&D Engineer,ChainSafe (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1153
Translator,MEXC (100+ Staff),"$3,500 - $4,000 / month",https://www.dejob.top/jobDetail?id=1152
Social Media Operation,ECHOOO (10+ Staff),"$1,000 - $2,000 / month",https://www.dejob.top/jobDetail?id=1151
Blockchain Engineer,Cosminmart (10+ Staff),"$3,500 - $4,200 / month",https://www.dejob.top/jobDetail?id=1150
Growth Manager,Sei  (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1147
Business Development,PRINCIPLE68 CAPITAL (10+ Staff),"$1,000 - $1,500 / month",https://www.dejob.top/jobDetail?id=1146
Smart Contract Engineer,Cygnus Finance (5+ Staff),"$2,400 - $8,200 / month",https://www.dejob.top/jobDetail?id=1145
User Growth Operation,MEXC (100+ Staff),"$2,000 - $2,500 / month",https://www.dejob.top/jobDetail?id=1144
Translator,MEXC (100+ Staff),"$3,500 - $4,000 / month",https://www.dejob.top/jobDetail?id=1143
User Growth Operation,Bitget (100+ Staff),"$4,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=1141
Operation Manager,Bitget (100+ Staff),"$6,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1140
Business Development,Bitget (100+ Staff),"$5,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1139
Business Manager,Bitget (100+ Staff),"$5,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1138
Business Development,PRINCIPLE68 CAPITAL (10+ Staff),"$1,000 - $1,500 / month",https://www.dejob.top/jobDetail?id=1136
Business Manager,Bitget (100+ Staff),"$5,000 - $7,000 / month",https://www.dejob.top/jobDetail?id=1029
DevOps Engineer,KCEX (30+ Staff),"$2,500 - $6,000 / month",https://www.dejob.top/jobDetail?id=1133
Investment Analyst,Spartan Group (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1132
Lead Engineer,BuidlerDAO (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1131
IOS Engineer,OpenBlock (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1127
Sales Lead,ECHOOO (10+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1126
Legal Counsel,Scroll  (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1122
Marketing Manager,Blockswap network (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1121
Security Engineer,Coinbase (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1120
Head of Operations,Bitget (100+ Staff),"$6,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1119
Head of Operations,Bitget (100+ Staff),"$7,000 - $9,000 / month",https://www.dejob.top/jobDetail?id=1118
Director of Marketing,dappOS (10+ Staff),"$1,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1117
Investment Manager,Momentum Capital (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1116
Investment Researcher,Momentum Capital (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1115
Investment Manager,Momentum Capital (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1114
Brand Manager,Momentum Capital (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1113
Ambassador,Prime Protocol (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1112
Investment Manager,Momentum Capital (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1111
Product Manager,Arbitrum (Offchain Labs) (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1110
Paralegal,Animoca Brands (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1109
Business Development Lead,Aptos (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1105
Product Designer,Aptos (30+ Staff),"$12,000 - $15,000 / month",https://www.dejob.top/jobDetail?id=1104
Software Engineer,Aptos (30+ Staff),"$15,000 - $25,000 / month",https://www.dejob.top/jobDetail?id=1103
Ambassador,Babylon (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1102
Infrastructure Engineer,Notabene (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1101
QA/QC Engineer,Notabene (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1100
Research Analyst,RWA.xyz  (10+ Staff),"$8,300 - $12,500 / month",https://www.dejob.top/jobDetail?id=1099
Product Engineer,RWA.xyz  (10+ Staff),"$8,300 - $10,800 / month",https://www.dejob.top/jobDetail?id=1098
Growth Manager,Bitget (100+ Staff),"$6,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1097
Growth Manager,Bitget (100+ Staff),"$6,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1096
Business Manager,Bitget (100+ Staff),"$6,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1095
Backend Engineer,Cryptio (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1094
Fullstack Engineer,Cryptio (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1093
Ambassador,LayerBank (10+ Staff),"$350 - $1,000 / month",https://www.dejob.top/jobDetail?id=1092
UI/UX Interface Designer,BYDFi (100+ Staff),"$3,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=1088
HRBP,BYDFi (100+ Staff),"$4,000 - $5,600 / month",https://www.dejob.top/jobDetail?id=1087
Accountant,Hex Trust (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1086
Marketing Manager,Auki (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1083
Business Development Associate,Wintermute (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1081
Investment Associate,Wintermute (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1080
Ambassador,Metale (10+ Staff),"$4,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=1079
Software Engineer,Pahdo Labs (5+ Staff),"$10,800 - $14,000 / month",https://www.dejob.top/jobDetail?id=1077
Software Engineer,Pahdo Labs (5+ Staff),"$13,000 - $16,700 / month",https://www.dejob.top/jobDetail?id=1075
QA/QC Engineer,Uniswap (30+ Staff),"$12,000 - $13,000 / month",https://www.dejob.top/jobDetail?id=1074
Content Marketer,Uniswap (30+ Staff),"$10,800 - $12,000 / month",https://www.dejob.top/jobDetail?id=1073
Ambassador,Knowhere (1-5 Staff),$20 - $50 / month,https://www.dejob.top/jobDetail?id=1067
Video Editor,Mesha (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1065
Rust Engineer,Ceramic Network (10+ Staff),"$12,900 - $15,800 / month",https://www.dejob.top/jobDetail?id=1064
Operations Associate,AW Research (10+ Staff),"$500 - $1,000 / month",https://www.dejob.top/jobDetail?id=1063
Technical Director,EMA Partners (10+ Staff),"$6,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=1061
Translator,MEXC (100+ Staff),"$4,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1060
Translator,Gate io  (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1058
Operation Manager,Gate io  (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1057
Operation Manager,Gate io  (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1056
Fullstack Engineer,Waaagh Labs (5+ Staff),"$2,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=1055
Software Engineer,TRM Labs (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1052
Frontend Engineer,WalletConnect (30+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1051
Translator,MEXC (100+ Staff),"$4,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1049
Translator,MEXC (100+ Staff),"$4,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1050
Translator,MEXC (100+ Staff),"$4,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=1048
Data Analyst,MEXC (100+ Staff),"$2,000 - $2,500 / month",https://www.dejob.top/jobDetail?id=1047
Copywriter,Rarible (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1046
DevOps Engineer,LI.FI  (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1045
Data Scientist,LI.FI  (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=1044
Community Operation,Relation Labs (30+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1043
Business Development Associate,coincatch (100+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=1042
Ambassador,aZen (30+ Staff),$100 - $200 / month,https://www.dejob.top/jobDetail?id=1041
Project Operation,Augusta Finance (10+ Staff),"$600 - $1,000 / month",https://www.dejob.top/jobDetail?id=1039
Community Manager,OKP4  (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1032
Research Assistant,Folius Ventures (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1027
Customer Service,MEXC (100+ Staff),"$2,000 - $2,500 / month",https://www.dejob.top/jobDetail?id=1025
Ambassador,Hambit (30+ Staff),"$20 - $5,000 / month",https://www.dejob.top/jobDetail?id=1022
Operation Manager,Foresight News (30+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=1021
Journalist,Foresight News (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1020
Business Development,AiMesh (5+ Staff),"$5,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=1019
Developer Relations Engineer,Biconomy (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1014
Social Media Operation,Mesha (10+ Staff),"$2,000 - $3,750 / month",https://www.dejob.top/jobDetail?id=1013
Ambassador,Numbers Protocol (10+ Staff),$1 - $500 / month,https://www.dejob.top/jobDetail?id=1012
Business Development,MEXC (100+ Staff),"$1,000 - $1,000 / month",https://www.dejob.top/jobDetail?id=1011
Listing Manager,MEXC (100+ Staff),"$2,000 - $2,500 / month",https://www.dejob.top/jobDetail?id=1010
Sales Lead,NFTGo (30+ Staff),"$2,500 - $4,500 / month",https://www.dejob.top/jobDetail?id=1008
Frontend Engineer,NFTGo (30+ Staff),"$2,000 - $4,500 / month",https://www.dejob.top/jobDetail?id=1006
Backend Engineer,NFTGo (30+ Staff),"$2,000 - $4,500 / month",https://www.dejob.top/jobDetail?id=1005
UI Designer,Armonia (30+ Staff),"$1 - $2,000 / month",https://www.dejob.top/jobDetail?id=1003
Fullstack Engineer,DeForm (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=1001
Customer Service,MEXC (100+ Staff),"$2,000 - $2,500 / month",https://www.dejob.top/jobDetail?id=1000
Translator,MEXC (100+ Staff),"$3,500 - $4,000 / month",https://www.dejob.top/jobDetail?id=999
Translator,MEXC (100+ Staff),"$3,500 - $4,000 / month",https://www.dejob.top/jobDetail?id=998
Ambassador,Maya Protocol (10+ Staff),$100 - $600 / month,https://www.dejob.top/jobDetail?id=997
Event Planning,Bitget (100+ Staff),"$4,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=996
Fullstack Engineer,parsec (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=995
Backend Engineer,parsec (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=994
Quantitative Researcher,Zonff Partners (5+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=993
Sales Manager,Beosin  (10+ Staff),"$3,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=992
Customer Service,MEXC (100+ Staff),"$2,000 - $2,500 / month",https://www.dejob.top/jobDetail?id=989
Community Moderator,Pear (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=988
Ambassador,CertiK (100+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=987
Community Manager,Bitget (100+ Staff),"$5,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=983
Data Analyst,Kaito (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=982
Director of Marketing,dappOS (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=981
Software Engineer,OP Crypto (10+ Staff),"$10,000 - $12,000 / month",https://www.dejob.top/jobDetail?id=980
Frontend Engineer,DTX (30+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=979
Developer Advocate,ConsenSys (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=978
Product Manager,PlanX (30+ Staff),"$1,400 - $2,800 / month",https://www.dejob.top/jobDetail?id=975
Project Manager,PublicAI (10+ Staff),"$2,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=974
Ambassador,TomoChain (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=973
Machine Learning Engineer,FalconX (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=972
People Operations,Nym (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=971
Admin Officer,MEXC (100+ Staff),"$3,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=970
HR Manager,MEXC (100+ Staff),"$2,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=969
Markets Analyst,Maple (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=967
Test Engineer,Coinpass (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=965
UI/UX Interface Designer,SWIFTS (10+ Staff),"$100 - $1,000 / month",https://www.dejob.top/jobDetail?id=964
Sales Manager,Beosin  (10+ Staff),"$3,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=992
Customer Service,MEXC (100+ Staff),"$2,000 - $2,500 / month",https://www.dejob.top/jobDetail?id=989
Community Moderator,Pear (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=988
Ambassador,CertiK (100+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=987
Community Manager,Bitget (100+ Staff),"$5,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=983
Data Analyst,Kaito (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=982
Director of Marketing,dappOS (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=981
Software Engineer,OP Crypto (10+ Staff),"$10,000 - $12,000 / month",https://www.dejob.top/jobDetail?id=980
Frontend Engineer,DTX (30+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=979
Developer Advocate,ConsenSys (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=978
Product Manager,PlanX (30+ Staff),"$1,400 - $2,800 / month",https://www.dejob.top/jobDetail?id=975
Project Manager,PublicAI (10+ Staff),"$2,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=974
Ambassador,TomoChain (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=973
Machine Learning Engineer,FalconX (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=972
People Operations,Nym (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=971
Admin Officer,MEXC (100+ Staff),"$3,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=970
HR Manager,MEXC (100+ Staff),"$2,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=969
Markets Analyst,Maple (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=967
Test Engineer,Coinpass (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=965
UI/UX Interface Designer,SWIFTS (10+ Staff),"$100 - $1,000 / month",https://www.dejob.top/jobDetail?id=964
Research Analyst,threekeyslab (1-5 Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=932
Marketing Specialist,CyberConnect (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=931
Ambassador,BlockPI (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=930
Fullstack Engineer,MasterExchange (5+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=929
Ambassador,Bitget Wallet (100+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=928
Investor Relations,IOSG Ventures (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=927
Software Engineer,Linera (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=926
Rust Engineer,web3MQ (10+ Staff),"$4,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=925
Social Media Coordinator,Cool Cats (5+ Staff),"$4,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=924
Ambassador,dappOS (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=923
Backend Engineer,Kaito (10+ Staff),"$7,100 - $9,500 / month",https://www.dejob.top/jobDetail?id=922
Test Development Engineer,DTX (30+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=921
Senior Product Manager,Bitget (100+ Staff),"$6,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=920
Infrastructure Engineer,Topia (10+ Staff),"$2,700 - $6,000 / month",https://www.dejob.top/jobDetail?id=919
SEO Engineer,PlanX (30+ Staff),"$2,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=918
UI Designer,PlanX (30+ Staff),"$1,400 - $2,800 / month",https://www.dejob.top/jobDetail?id=917
Business Development,PlanX (30+ Staff),"$2,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=916
UI/UX Interface Designer,Moonground (5+ Staff),"$1,600 - $2,000 / month",https://www.dejob.top/jobDetail?id=915
Business Development Lead,HypeLab (5+ Staff),"$8,333 - $12,500 / month",https://www.dejob.top/jobDetail?id=913
Researcher,Kaito (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=912
Research Analyst,threekeyslab (1-5 Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=932
Marketing Specialist,CyberConnect (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=931
Ambassador,BlockPI (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=930
Fullstack Engineer,MasterExchange (5+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=929
Ambassador,Bitget Wallet (100+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=928
Investor Relations,IOSG Ventures (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=927
Software Engineer,Linera (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=926
Rust Engineer,web3MQ (10+ Staff),"$4,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=925
Social Media Coordinator,Cool Cats (5+ Staff),"$4,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=924
Ambassador,dappOS (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=923
Backend Engineer,Kaito (10+ Staff),"$7,100 - $9,500 / month",https://www.dejob.top/jobDetail?id=922
Test Development Engineer,DTX (30+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=921
Senior Product Manager,Bitget (100+ Staff),"$6,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=920
Infrastructure Engineer,Topia (10+ Staff),"$2,700 - $6,000 / month",https://www.dejob.top/jobDetail?id=919
SEO Engineer,PlanX (30+ Staff),"$2,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=918
UI Designer,PlanX (30+ Staff),"$1,400 - $2,800 / month",https://www.dejob.top/jobDetail?id=917
Business Development,PlanX (30+ Staff),"$2,000 - $3,500 / month",https://www.dejob.top/jobDetail?id=916
UI/UX Interface Designer,Moonground (5+ Staff),"$1,600 - $2,000 / month",https://www.dejob.top/jobDetail?id=915
Business Development Lead,HypeLab (5+ Staff),"$8,333 - $12,500 / month",https://www.dejob.top/jobDetail?id=913
Researcher,Kaito (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=912
Community Moderator,Moon App  (5+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=889
Business Manager,Hambit (30+ Staff),"$1,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=888
Marketing Associate,Blockformer (1-5 Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=887
Head of Ecosystem,Terminal 3 (5+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=886
Zero-Knowledge Cryptography Engineer,Terminal 3 (5+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=885
Head of Operations,Hambit (30+ Staff),"$2,000 - $4,500 / month",https://www.dejob.top/jobDetail?id=884
Social Media Operation,web3MQ (10+ Staff),$500 - $800 / month,https://www.dejob.top/jobDetail?id=883
Operations Analyst,Orbital (5+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=882
Fullstack Engineer,Orbital (5+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=881
Data Analyst,Orbital (5+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=880
UI/UX Interface Designer,HireWeb3 (1-5 Staff),"$1,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=877
Ambassador,Cere Network (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=876
Golang Engineer,Cere Network (10+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=875
DevOps Engineer,Cere Network (10+ Staff),"$6,700 - $10,000 / month",https://www.dejob.top/jobDetail?id=874
Ambassador,Datamall Chain (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=872
Ambassador,RedStone (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=871
Research Analyst,RabbitHole (10+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=870
Investment Associate,IOSG Ventures (30+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=869
Operation Manager,Binance (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=865
UI/UX Interface Designer,OpenOs (10+ Staff),"$1,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=864
Product Lead,DTX (30+ Staff),"$6,000 - $8,000 / month",https://www.dejob.top/jobDetail?id=862
Business Development,MEXC (100+ Staff),"$2,000 - $10,000 / month",https://www.dejob.top/jobDetail?id=860
Community Operation,veDAO (30+ Staff),$200 - $400 / month,https://www.dejob.top/jobDetail?id=859
Account Executive,MixMarvel (30+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=858
UI/UX Interface Designer,MixMarvel (30+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=857
Business Development,GeniiData (30+ Staff),"$1 - $2,000 / month",https://www.dejob.top/jobDetail?id=856
Account Executive,MixMarvel (30+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=855
UI/UX Interface Designer,MixMarvel (30+ Staff),"$2,000 - $3,000 / month",https://www.dejob.top/jobDetail?id=854
Product Lead,2MR LABS (10+ Staff),"$2,500 - $3,500 / month",https://www.dejob.top/jobDetail?id=853
CTO,2MR LABS (10+ Staff),"$5,500 - $7,500 / month",https://www.dejob.top/jobDetail?id=852
Business Development,BYDFi (100+ Staff),"$2,500 - $4,500 / month",https://www.dejob.top/jobDetail?id=851
Frontend Engineer,SingularLabs (10+ Staff),"$2,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=850
UI Designer,SingularLabs (10+ Staff),"$1,500 - $3,000 / month",https://www.dejob.top/jobDetail?id=849
Ambassador,Aurora (10+ Staff),"$50 - $1,500 / month",https://www.dejob.top/jobDetail?id=848
Community Operation,Binance (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=847
Editor,Binance (100+ Staff),"$1 - $10,000 / month",https://www.dejob.top/jobDetail?id=846
Development Engineer,OHDAT (30+ Staff),"$2,800 - $4,000 / month",https://www.dejob.top/jobDetail?id=845
Backend Engineer,OpenOs (10+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=844
Frontend Engineer,OpenOs (10+ Staff),"$3,000 - $5,000 / month",https://www.dejob.top/jobDetail?id=843
Marketing Specialist,BYDFi (100+ Staff),"$3,000 - $6,000 / month",https://www.dejob.top/jobDetail?id=842
Business Development,BYDFi (100+ Staff),"$1,000 - $4,000 / month",https://www.dejob.top/jobDetail?id=841
Ambassador,Transformers (10+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=840
Product Manager,Coinbase (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=839
Operation Manager,Coinbase (100+ Staff),"$1 - $20,000 / month",https://www.dejob.top/jobDetail?id=838
Ambassador,Kandle (5+ Staff),"$1 - $1,000 / month",https://www.dejob.top/jobDetail?id=837
